j1, j2, j3, j4, Eigenvalue1, Eigenvalue2, Eigenvalue3, Eigenvalue4, First Eigenvector Components
-1.00000, 0.00000, -1.00000, -1.00000, -1.00000, -0.61603, -0.00000, 1.11603, 0.86603, 0.50000, 0.00000, 0.00000
-1.00000, 0.00000, -1.00000, -0.90000, -1.00000, -0.52942, -0.00000, 1.02942, 0.86603, 0.50000, 0.00000, 0.00000
-1.00000, 0.00000, -1.00000, -0.80000, -1.00000, -0.44282, -0.00000, 0.94282, 0.86603, 0.50000, 0.00000, 0.00000
-1.00000, 0.00000, -1.00000, -0.70000, -1.00000, -0.35622, -0.00000, 0.85622, 0.86603, 0.50000, 0.00000, 0.00000
-1.00000, 0.00000, -1.00000, -0.60000, -1.00000, -0.26962, -0.00000, 0.76962, 0.86603, 0.50000, 0.00000, 0.00000
-1.00000, 0.00000, -1.00000, -0.50000, -1.00000, -0.18301, -0.00000, 0.68301, 0.86603, 0.50000, 0.00000, 0.00000
-1.00000, 0.00000, -1.00000, -0.40000, -1.00000, -0.09641, -0.00000, 0.59641, 0.86603, 0.50000, 0.00000, 0.00000
-1.00000, 0.00000, -1.00000, -0.30000, -1.00000, -0.00981, -0.00000, 0.50981, 0.86603, 0.50000, 0.00000, 0.00000
-1.00000, 0.00000, -1.00000, -0.20000, -1.00000, -0.00000, 0.07679, 0.42321, 0.86603, 0.50000, 0.00000, 0.00000
-1.00000, 0.00000, -1.00000, -0.10000, -1.00000, -0.00000, 0.16340, 0.33660, 0.86603, 0.50000, 0.00000, 0.00000
-1.00000, 0.00000, -1.00000, -0.00000, -1.00000, -0.00000, 0.25000, 0.25000, 0.86603, 0.50000, 0.00000, 0.00000
-1.00000, 0.00000, -1.00000, 0.10000, -1.00000, -0.00000, 0.16340, 0.33660, 0.86603, 0.50000, 0.00000, 0.00000
-1.00000, 0.00000, -1.00000, 0.20000, -1.00000, -0.00000, 0.07679, 0.42321, 0.86603, 0.50000, 0.00000, 0.00000
-1.00000, 0.00000, -1.00000, 0.30000, -1.00000, -0.00981, -0.00000, 0.50981, 0.86603, 0.50000, 0.00000, 0.00000
-1.00000, 0.00000, -1.00000, 0.40000, -1.00000, -0.09641, -0.00000, 0.59641, 0.86603, 0.50000, 0.00000, 0.00000
-1.00000, 0.00000, -1.00000, 0.50000, -1.00000, -0.18301, -0.00000, 0.68301, 0.86603, 0.50000, 0.00000, 0.00000
-1.00000, 0.00000, -1.00000, 0.60000, -1.00000, -0.26962, -0.00000, 0.76962, 0.86603, 0.50000, 0.00000, 0.00000
-1.00000, 0.00000, -1.00000, 0.70000, -1.00000, -0.35622, -0.00000, 0.85622, 0.86603, 0.50000, 0.00000, 0.00000
-1.00000, 0.00000, -1.00000, 0.80000, -1.00000, -0.44282, -0.00000, 0.94282, 0.86603, 0.50000, 0.00000, 0.00000
-1.00000, 0.00000, -1.00000, 0.90000, -1.00000, -0.52942, -0.00000, 1.02942, 0.86603, 0.50000, 0.00000, 0.00000
-1.00000, 0.00000, -0.90000, -1.00000, -0.95197, -0.61603, 0.00197, 1.11603, 0.88785, 0.46013, 0.00000, 0.00000
-1.00000, 0.00000, -0.90000, -0.90000, -0.95197, -0.52942, 0.00197, 1.02942, 0.88785, 0.46013, 0.00000, 0.00000
-1.00000, 0.00000, -0.90000, -0.80000, -0.95197, -0.44282, 0.00197, 0.94282, 0.88785, 0.46013, 0.00000, 0.00000
-1.00000, 0.00000, -0.90000, -0.70000, -0.95197, -0.35622, 0.00197, 0.85622, 0.88785, 0.46013, 0.00000, 0.00000
-1.00000, 0.00000, -0.90000, -0.60000, -0.95197, -0.26962, 0.00197, 0.76962, 0.88785, 0.46013, 0.00000, 0.00000
-1.00000, 0.00000, -0.90000, -0.50000, -0.95197, -0.18301, 0.00197, 0.68301, 0.88785, 0.46013, 0.00000, 0.00000
-1.00000, 0.00000, -0.90000, -0.40000, -0.95197, -0.09641, 0.00197, 0.59641, 0.88785, 0.46013, 0.00000, 0.00000
-1.00000, 0.00000, -0.90000, -0.30000, -0.95197, -0.00981, 0.00197, 0.50981, 0.88785, 0.46013, 0.00000, 0.00000
-1.00000, 0.00000, -0.90000, -0.20000, -0.95197, 0.00197, 0.07679, 0.42321, 0.88785, 0.46013, 0.00000, 0.00000
-1.00000, 0.00000, -0.90000, -0.10000, -0.95197, 0.00197, 0.16340, 0.33660, 0.88785, 0.46013, 0.00000, 0.00000
-1.00000, 0.00000, -0.90000, -0.00000, -0.95197, 0.00197, 0.25000, 0.25000, 0.88785, 0.46013, 0.00000, 0.00000
-1.00000, 0.00000, -0.90000, 0.10000, -0.95197, 0.00197, 0.16340, 0.33660, 0.88785, 0.46013, 0.00000, 0.00000
-1.00000, 0.00000, -0.90000, 0.20000, -0.95197, 0.00197, 0.07679, 0.42321, 0.88785, 0.46013, 0.00000, 0.00000
-1.00000, 0.00000, -0.90000, 0.30000, -0.95197, -0.00981, 0.00197, 0.50981, 0.88785, 0.46013, 0.00000, 0.00000
